index,Name,Price (EGP),Rating,Reviews,Keyword
673,لابتوب لينوفو للألعاب ايديا باد3 82K202A2ED AMD رايزن 5 5500H/ذاكرة RAM 8GBوSSD 512/انفيديا جيفورس RTX™ 2050 4GB/FHD(1920x1080) IPS 300nits مضادة للتوهج 45 NTSC،144Hz/ويندوز 11/اسود شادو ضمان 2 سنة,25999.00,3.7,24,laptops
674,لاب توب انفي X360 من اتش بي، لاب توب 2 في 1 13-BF0001NE (6J7W8EA)، بمعالج انتل كور i7 1250U، الجيل 12، بذاكرة رام 16 جيجابايت LPDDR4X 4266 وذاكرة SSD سعة 1 تيرابايت - فضي، ويندوز 10 اس,34999.00,5.0,2,laptops
675,لاب توب ألعاب لوك 15IRH8 من لينوفو - انتل كور i5-12450H الجيل 12 ثماني النواة شريحة الذكاء الاصطناعي: بطاقة رسومات انفيديا جي فورس RTX2050 بذاكرة GDDR6 سعة 4GB وذاكرة رام DDR5 سعة 16GB وذاكرة SSD DOS,31999.00,,,laptops
676,HP لاب توب 15S - FQ5048NE ( 6L8K8EA ) ، انتل كور i3 - 1215U الجيل 12 4 جيجا دي ار 256 اس ويندوز 11 هوم لغة واحدة - اسود,16999.00,3.6,5,laptops
677,MSI لابتوب مودرن 14 C12MO رفيع وخفيف الوزن - انتل كور i3-1215U - 8 جيجا - هارد SSD 256 جيجا - بطاقة رسومات انتل UHD مدمجة - شاشة 14 انش FHD - اسود كلاسيكي، ضمان محلي,15980.00,,,laptops
678,لاب توب فيفو بوك من اسوس 15 X1504VA-NJ005W - انتل كور i5-1335U - 8 جيجا - SSD 512 جيجا - انتل رسومات UHD - شاشة 15.6 بوصة FHD - ويندوز 11 - أزرق هادئ,22900.00,4.4,13,laptops
679,لينوفو لاب توب 82QD00AUED ايديا باد 1 بمعالج انتل كور i3-1215U سداسي النواة ورام 10 ميجا/4 جيجا وهارد SSD 256 جيجا وشاشة HD 15.6 بوصة وويندوز 11، رمادي، ويندوز 11,14999.00,3.7,24,laptops
680,لاب توب ايديا باد سليم 3 15IAH8 من لينوفو انتل i5-12450H ثماني النواة وDDR5 8GB 4800-512GB SSD NVME وبطاقة رسومات انتل UHD وشاشة 15.6 FHD 300nits وويندوز 11- لاب توب لينوفو 15.6 بوصة ويندوز 11 Home,23999.00,3.7,24,laptops
681,لاب توب فيفو بوك 15، X515M-BR001W، انتل كور i7-1335U، رام 4 جيجابايت، ذاكرة SSD 256 جيجابايت، ويندوز 11 هوم، شاشة FHD مقاس 15.6 بوصة 16:9، تردد 60 هرتز، من أسوس، رمادي,11999.00,,,laptops
682,لاب توب ألعاب FA506NF-HN005W تي يو اف A15 AMD رايزن 5 7535HS 8 جيجابايت RAM 512 جيجابايت SSD انفيديا جيفورس RTX 2050 4GB جرافيكس ويندوز 11 15.6 بوصة FHD 16:9 144 هرتز من اسس، أسود جرافيتي,29999.00,4.4,13,laptops
683,لينوفو لاب توب ايديا باد 5 82SF00F1ED/ انتل كورi7-1255U/ ذاكرة رام 16 جيجابايت/ هارد SSD 512/ انفيديا جي فورس MX550 2 جيجابايت/ نظام تشغيل دوس مجاني، لون ستورم جراي، ويندوز 11,28999.00,3.7,24,laptops
684,لاب توب ديل لاتيتيود 5400، شاشة 14 بوصة FHD (1920×1080)، انتل كور i5-8365، ذاكرة RAM 16GB وSSD 512GB، كاميرا ويب، واي فاي، بلوتوث، ويندوز 10 برو (مجدد),17000.00,3.8,25,laptops
685,اسس لابتوب فيفو بوك اس 15 OLED K5504VA-MA007W انتل كور i7-13700H 16GB LPDDR5 RAM 512GB SSD 15.6 انش شاشة OLED 3K ويندوز 11 هوم، ازرق سولار,38999.00,4.4,13,laptops
686,لاب توب للألعاب فيكتوس من اتش بي، CPU: رايزن 5-7535HS، ذاكرة 16GB DDR5 2DM 4800، الشاشة: شاشة 15.6 FHD مضادة للتوهج IPS 250 وحدة مضيئة في البكسل 144Hz بحواف ضيقة مسطحة، 512GB، ويندوز 11 (15-fb1004ne),37999.00,5.0,2,laptops
687,لاب توب اتش بي بوحدة معالجة مركزية: رايزن 5-7520U، 8GB LPDDR5 على اللوحة، الشاشة: شاشة 14.0 FHD مضادة للتوهج IPS 250 وحدة مضيئة في البكسل بحواف ضيقة مسطحة، 512 جيجا، ويندوز 11 (14-em0006ne),21999.00,,,laptops
688,كمبيوتر محمول لاب توب 15S-FQ5047NE (6L8K7EA) من اتش بي، انتل كور i3 - 1215U، الجيل 12، ذاكرة DDR4 4 جيجابايت، وهارد اس اس دي 256 جيجابايت، نظام ويندوز 11 هوم، لغة واحدة، فضي,14599.00,,,laptops
689,كمبيوتر محمول ديل لاتيتيود E5470 بشاشة 14 بوصة، انتل كور I5-6300U 2.4 جيجاهرتز، ذاكرة رام 8 جيجابايت، ذاكرة SSD بمساحة 500 جيجابايت، ويندوز 10 برو 64 بت,14000.00,4.0,43,laptops
690,لاب توب ايديا باد للألعاب 3 AMD رايزن 7 7735HS 2x 8GB SO-DIMM DDR5-4800 512GB SSD FHD، ويندوز 11 هوم من لينوفو، مقاس 15.6 بوصة، اونيكس جراي,41999.00,3.7,24,laptops
691,HP لابتوب فيكتوس 15-FA1097NE (86J65EA) كور I7-13700H 14 كور - RTX 4050 6GB - 16GB 3200 - 512GB SSD - 15.6 FHD 144HZ IPS - دوس - فضي - لوحة مفاتيح عربي ضمان 1Y، DOS,47777.00,5.0,1,laptops
692,لاب توب ألعاب FA506NF-HN005W تي يو اف A15 AMD رايزن 5 7535HS 88 جيجابايت GB RAM 512 جيجابايت SSD انفيديا جيفورس RTX 2050 4GB جرافيكس ويندوز 11 15.6 بوصة FHD 16:9 144 هرتز من اسس، أسود جرافيتي,32850.00,4.4,13,laptops
693,لاب توب ألعاب فيكتس اتش بي 15-fa1093dx-انتل i5-13420H جيل 13 ثماني النواة،6 جيجا GDDR6 جيفورس RTX 3050، RAM 8GB، SSD 512 جيجا، FHD 15.6 بوصة 1920x1080144 هرتز، كيبورد بإضاءة انتل ، ويندوز 11، أزرق,39499.00,4.5,64,laptops
694,ديل لاب توب لاتيتيود 7490 14 بوصة FHD (1920x1080) للاعمال بمعالج انتل كور i5-8350 1.6GHz وRAM 16GB وSSD 512GB وواي فاي وبلوتوث وDP وكاميرا ويب وويندوز 10 برو 64 بت (مجدد)، ويندوز10 برو,19000.00,3.3,27,laptops
695,لاب توب اتش بي ايليت بوك 840 G3 الترا بوك 14 بوصة FHD (1920x1080) كور i5-6300U وذاكرة رام DDR4 سعة 8 جيجابايت وهارد SSD سعة 256 جيجابايت وكاميرا ويب واي فاي ويندوز 10 بروفيشنال 64 بت (مجدد),,3.5,100,laptops
696,اسس لابتوب فيفو بوك 15 بمعالج AMD رايزن 7 7730U وذاكرة RAM 8GB وSSD 512GB وويندوز 11 هوم 16:9 60Hz وشاشة FHD مقاس 15.6 انش، ازرق هادئ D1502YA-NJ007W، ويندوز 11 هوم,27299.00,4.4,13,laptops
697,"لاب توب ايديا باد سليم 3 15IRH8 انتل كور i7-13620H جيل 13 16 جيجا DDR5-4800 ميجاهرتز SSD 512 جيجا انتل UHD , شاشة 15.6 بوصة FHD 1920x1080 IPS 300 نيت مضادة للتوهج، دوس، رمادي اركتيك من لينوفو، DOS",31999.00,4.0,1,laptops
698,لاب توب V15 من لينوفو انتل كور 10110u i3 ذاكرة رام 8 جيجا هارد HDD 1 تيرابايت كارت شاشة انتل UHD 15 شاشة 15.6 بوصة عالية الدقة HD (1366 × 768) 220 تي ان 220nits مضادة للتوهج دوس رمادي ايرون DOS,16999.00,4.0,11,laptops
699,لاب توب انسبيرون 3520 من ديل انتل كور i3-1215U الجيل 12 6 نواة ذاكرة رام 8GB هارد SSD 256GB كارت شاشة انتل UHD شاشة 15.6 بوصة FHD 250 وحدة مضيئة في البيكسل(1920×1080) 120Hz أسود كربون ويندوز 11 Home,17999.00,3.7,3,laptops
700,لاب توب رفيع GF63 12UCX انتل كور i5، 512GB SSD، ذاكرة رام 8GB، شاشة FHD 15.6 بوصة، انفيديا جي فورس RTX™ 2050 شبكة الجيل الرابع 4G GDDR6، ويندوز 11 من ام اس اي,28900.00,,,laptops
701,لاب توب لينوفو V15 G2 رايزن 5 5500U 6-كور ذاكرة رام 8GB ومنفذ الملحقات الاضافية السريع وذاكرة مستديمة 512GB SSD رسومات AMD راديون مدمجة 15.6بوصة FHD 1920×1080 TN 250nits مضادة للتوهج نظام دوس/اسود DOS,22499.00,3.3,3,laptops
702,HP لابتوب HP بمعالج كور i5-1334U وذاكرة DDR4 16GB 2DM 3200 وشاشة 15.6 FHD مضادة للتوهج SVA 250 وحدة مضيئة في البكسل بحواف ضيقة 512GB وويندوز 11 (15-fd0069ne) ضمان محلي لمدة عامين من HP، ويندوز 11 هوم,29999.00,,,laptops
703,لاب توب انسبيرون 3520 - انتل كور i5-1235U الجيل 12 10 نواة، ذاكرة رام 8 جيجابايت، هارد SSD 256 جيجابايت، كارت شاشة انتل UHD، شاشة 15.6 بوصة FHD 250 وحدة مضيئة في البيكسل، ويندوز 11، أسود كربون من ديل,22999.00,3.6,5,laptops
704,لاب توب لينوفو V15 G2 - Ryzen 5 5500U 6-كور،8 جيجا رام، 256 جيجا SSD منفذ PCIE الذاكرة المستديمة، AMD راديون مدمجة، 15.6 بوصة، FHDعالية الدقة بالكامل (1920x1080) TN 250nits مضادة للتوهج، دوس-اسود، DOS,18179.00,3.3,20,laptops
705,لاب توب ألعاب لوك 15 IRH8 من لينوفو - انتل كور i5-12450H الجيل 12 ثماني النواة - شريحة الذكاء الاصطناعي - انفيديا جي-فورس RTX2050 4 جيجابايت GDDR6 - رام DDR5 8 جيجا - تخزين 512 جيجا SSD - DOS,30499.00,2.6,4,laptops
706,لاب توب لينوفو يوجا سليم 6 بمعالج انتل كور i5-1240P وذاكرة عشوائية 8 جيجابايت LPDDR5-4800، سعة تخزين 512 جيجابايت SSD، شاشة بدقة 2.2K، نظام تشغيل ويندوز 11 هوم، شاشة بحجم 14 بوصة، اللون رمادي ستورم,34800.00,3.7,24,laptops
707,لاب توب بروبوك 650 G5 للاعمال من اتش بي مع لوحة المفاتيح بإضاءة خلفية، شاشة FHD 15.6 بوصة (1920x1080)، انتل كور i5-8365U حتى 4.1 جيجا هرتز، ذاكرة رام 16 جيجا، SSD 512 جيجا، ويندوز 10 برو (مجدد),22000.00,,,laptops
708,لاب توب V15 من لينوفو- انتل كور i3-10110U، ذاكرة رام 4 جيجا، هارد HDD 1 تيرابايت، كارت شاشة انتل UHD 15، شاشة 15.6 انش FHD (1920× 1080) TN 220 تي ان 220nits مضادة للتوهج، نظام التشغيل دوس - رمادي، DOS,16999.00,,,laptops
709,لابتوب روج ستريكس سكار 17 G733PY-LL009W AMD رايزن 9 7945HX 32GB DDR5 2TB SSD انفيديا جيفورس RTX 4090 16GB GDDR6 17.3 WQHD (2560×1440) 240Hz ويندوز 11 جلاديوس ماوس P514 جلاديوس P514,149999.00,4.4,13,laptops
710,لاب توب الالعاب فيكتس 15-fa0031dx من اتش بي - 8 انوية i5-12450H الجيل 12 وسيط تحزين SSD 15 جيجا انفيديا جي فورس جي تي اكس 1650 4 جيجا وذاكرة GDDR6 FHD بدقة 1920x1080 و144 هرتز فضي انتل ويندوز 11,30049.00,4.3,196,laptops
711,لاب توب ايديا باد سليم 3 82XQ00D6ED/ AMD رايزن 5 7520U من لينوفو/ ذاكرة رام 8 جيجابايت/ هارد SSD 512/ بطاقة رسومات AMD راديون™ 610 ملم/ ويندوز 11/ رمادي اركتيك/ شنطة لاب توب مجانية,21999.00,3.7,24,laptops
712,لاب توب ايديا باد دويت 3 11IAN8 بمعالج N100 وذاكرة رام 4 جيجابايت وذاكرة تخزين SSD بسعة 128 جيجابايت ونظام ويندوز 11S مع لوحة مفاتيح قابلة للفصل من لينوفو، مقاس 11.5 بوصة,22799.00,3.9,20,laptops
713,MSI لاب توب GF63 Thin12VE للالعاب، انتل كور i7-12650H، شاشة 15.6 انش، ذاكرة مستديمة SSD 1TB، ذاكرة RAM 16GB، RTX 4050، GDDR6 6GB، ويندوز 11 هوم، كيبورد انجليزي/عربي - اسود,,3.4,12,laptops
714,لينوفو لاب توب 82QD00AVED ايديا باد 1 انتل كور i7-1255U 10 كور 12MB/8GB RAM 512GB SSD 15.6 بوصة FHD ويندوز 11، لون أبيض,28499.00,,,laptops
715,لاب توب انسبيرون 3520 الجيل 12 انتل كور i7-1255U - 10 نواة - رام 8 جيجا SSD 512 جيجا - انتل UHD - بوصة (1920 x 1080) - 120هرتز - 250 وحدة مضيئة في البيكسل مضادة للتوهج، ويندوز 11 بالبصمة - أسود كربون,28999.00,,,laptops
716,HP لابتوب 15-fb1013dx 15.6 انش AMD رايزن 5 7535HS انفيديا RTX 2050 8GB RAM 512GB SSD,28280.00,4.6,141,laptops
717,لاب توب فيفو بوك 15 X1504VA-NJ017W انتل كور i7-1355U رام 8 جيجابايت، ذاكرة SSD 512 جيجابايت، ويندوز 11 هوم 16:9 60 هرتز، شاشة FHD 15.6 بوصة من اسوس، كوايت بلو,28999.00,4.4,13,laptops
718,MSI سايبورغ 15 A13VF - معالج انتل كور i7-13620H انفيديا RTX 4060-8GB GDDR6 جرافيكس - 16GB DDR5-512 GB SSD - شاشة FHD 15.6 بوصة- أسود شفاف - ضمان محلي,53899.00,,,laptops
719,اسس لابتوب العاب FX507VV-LP156W تي يو اف F15 بمعالج انتل كور i7-13620H وRAM 16GB وSSD 1TB وبطاقة عرض مرئي انفيديا جيفورس RTX 4060 8GB ويندوز 11 شاشة FHD 15.6 انش 16:9 144Hz، رمادي جيجر,61444.00,,,laptops
769,لاب توب ديل لاتيتيود 5490 نوت بوك 14 بوصة FHD (1920×1080) عملي بمعالج انتل كور i5-8350 حتى 3.4GHz وذاكرة رام 16GB اس اس دي 512GB وبلوتوث وواي فاي وكاميرا وHDMI ودي بي وفيجا وويندوز 10 برو (مجدد),19000.00,3.3,27,laptops
770,لابتوب ألعاب لوك 15IRH8 من لينوفو - انتل كور i5-13420H الجيل 13 ثماني النواة بطاقة رسومات انفيديا جيفورس RTX 3050 بذاكرة GDDR6 سعة 6 جيجا وذاكرة RAM DDR5 سعة 8 جيجا وSSD 1 ويندوز 11 Home,44444.00,4.1,15,laptops
771,لاب توب ديل لاتيتيود E6430 (معالج كور i5، 500 جيجابايت، ذاكرة RAM 4 جيجابايت، شاشة 14 بوصة),8750.00,3.0,5,laptops
774,لاب توب ميت بوك دي من هواوي بشاشة عرض كاملة مريحة للعين مقاس 16 بوصة، معالج كور i5 عالي الأداء الجيل 12، ذاكرة رام 8GB+ذاكرة 512GB SSD، كيبورد انجليزي/عربي، فضي+سماعات فري بودز 5I+ماوس بلوتوث+شنطة,31999.00,4.2,20,laptops
775,لاب توب ايديا باد 1 من لينوفو - انتل كور i7-1255U - 8 جيجابايت - 512 جيجابايت اس اس دي - بطاقة رسومات انتل ايريس اكس اي - شاشة FHD 15.6 بوصة - ويندوز 11 - رمادي,27999.00,,,laptops
776,لاب توب العاب G15 5530 من ديل انتل كور i7-13650HX 14 نواة انفيديا جيفورس RTX 3050 6GB GDDR6 16GB DDR5-4800 MHz RAM 512GB SSD 15.6 انش FHD (1920x1080) 120Hz اضاءة خلفية RGB 4Z اوبون tu tu يوبونتو,48979.00,5.0,3,laptops
777,لاب توب ايديا باد 1 من لينوفو - انتل كور i7-1255U - 8 جيجا - 512 جيجا اس اس دي - بطاقة رسومات انتل ايريس اكس اي - شاشة FHD 15.6 انش - ويندوز 11 - ازرق,29990.00,5.0,1,laptops
778,HP لابتوب ايليت بوك 850 G5 نوت بوك 15.6 انش FHD (1920x1080) للاعمال مع مفتاح اضاءة خلفية، انتل كور i5-8350، ذاكرة RAM DDR4 8GB، SSD 256GB، بصمة اصبع، كاميرا، واي فاي، بلوتوث، ويندوز 10 برو (مجدد),21000.00,,,laptops
779,لاب توب فيفوبوك إس 14 فليب، امد رايزن 5 7530 يو، 8 جيجا DDR4 مع معالج رسومات، 15.6 بوصة دقة 1920 × 1200 16:10، IPS وسطوع 300، اس اس دي 512 جيجا بايت، ويندوز 11 (TN3402YA-LZ005W)، ضمان 1 سنة من أسوس,29999.00,4.4,13,laptops
780,كمبيوتر محمول من لينوفو ايديا باد 5 انتل كور i7-1255U 10 كور 16 جيجابايت رام 512 جيجايات اس اس دي، شاشة 15.6 بوصة FHD ويندوز 11، 82SF00F0AX,38499.00,1.0,2,laptops
781,لاب توب اليت بوك HP 2019 840 G5‏ IPS FHD‏ 14 بوصة (1920×1080) للاعمال (انتل رباعي نواة i5-8250U‏، DDR4‏ RAM‏ 8 جيجابايت، PCle‏ M.2 SSD‏ 256 جيجابايت)، ثاندربولت C‏، صوت بي اند او، HDMI‏ ويندوز 10 برو,16999.00,,,laptops
782,لينوفو ليجن برو 5، انتل كور i7-13700HX، 16GB DDR5-4800، انفيديا جيفورس RTX 4060، شاشة 16 انش 2.2K IPS 500، 1TB SSD، ويندوز 11 هوم (82WK00M5ED) ضمان محلي لمدة عامين من لينوفو,69999.00,3.7,24,laptops
783,لاب توب اتش بي 15.6 بوصة رايزن 3 3250U ذاكرة رام 8 GB هارد HDD 1TB بطاقة رسومات AMD راديون شاشة HD عالية الدقة (1366×768) حواف دقيقة مضادة للتوهج 220 وحدة مضيئة في البيكسل نظام تشغيل دوس أسود DOS,16499.00,5.0,1,laptops
784,لاب توب اتش بي 15-جي بي - رايزن 3 3250U، رام 8 جيجا، هارد HDD 1 تيرابايت، بطاقة رسومات AMD راديون، شاشة HD عالية الدقة 15.6 بوصة (768×1366) حواف دقيقة مضادة للتوهج 220 وحدة مضيئة، دوس-اسود، DOS,17499.00,3.2,7,laptops
785,لاب توب اتش بي برو بوك 650 G1 - انتل كور i5 بسرعة 2.6 جيجاهرتز، 15.6 بوصة، 500 جيجابايت، 4 جيجابايت، اسود، ويندوز 11 هوم,12800.00,1.9,4,laptops
786,لاب توب فوسترو 3520 من ديل انتل كور i5-1235U جيل 12 10 نواة رام 8 جيجا هارد SSD 256 جيجا كارت رسومات UHD شاشة 15.6 بوصةFHD (1920 1080 120 هرتز 250 وحدة مضيئة في البيكسل مضاد للتوهج أسود كربوني يوبونتو,21399.00,,,laptops
787,كمبيوتر محمول ماركة اسس i7-1165G7، 8 جيجابايت، انفيديا جيفورس ار تي اكس، 1 تيرابايت SSD، شاشة 15.6 بوصة FHD - ويندوز 11 - رمادي,29999.00,,,laptops
788,لاب توب لألعاب فيكتوس من اتش بي، وحدة المعالجة المركزية: كور i5-13420H، 8 جيجابايت DDR4 1DM 3200، الشاشة: شاشة FHD 15.6 بوصة مضادة للتوهج، درجة الحماية من الماء/ معيار مقاومة المياه 250 وحدة مضيئة في,46999.00,,,laptops
789,اسس لابتوب العاب FA507NU-LP007W تي يو اف A15 AMD رايزن 5 7535HS 8GB RAM 512GB SSD انفيديا جيفورس RTX 4050 6GB جرافيكس ويندوز 11 15.6 انش FHD 16:9 144Hz، اسود,41856.88,4.4,13,laptops
790,لاب توب للألعاب فيكتوس من اتش بي، وحدة المعالجة المركزية: معالج بـ7 أنوية 13700H، ذاكرة 16 جيجابايت DDR5 2DM 5200، الشاشة: شاشة 16.1 FHD مضادة للتوهج IPS 250 وحدة مضيئة في البكسل 144Hz بحواف ضيقة,49999.00,,,laptops
791,ديل لاب توب لاتيتيود E 5550 بمعالج انتل كور i5 الجيل الخامس وذاكرة رام 4 جيجابايت، ويندوز,12990.00,2.7,3,laptops
792,HP لاب توب 15-fd0033ne - انتل كور i3-1315U الجيل 13، ذاكرة رام 4 جيجابايت، هارد SSD 256 جيجابايت، رسومات انتل UHD، شاشة 15.6 بوصة FHD (1920×1080) مضادة للتوهج 250 وحدة مضيئة في البيكسل، دوس - فضي، DOS,21546.00,,,laptops
793,نوت بوك لينوفو ثينك باد E16 الجيل 1 21JN0073US 16 بوصة× WUXGA -1920 1200، انتل كورi7 الجيل 13 i7-1355U عشاري النواة -1.70 جيجاهرتز، 16 جيجابايت RAM،ذاكرة داخلية 8 جيجابايت-512 جيجابايت SSD، جرافيت,52999.00,5.0,9,laptops
794,لاب توب بافيليون من اتش بي، وحدة المعالجة المركزية: رايزن 7-7730U، رايزن 7-7730U [794P4AV، الشاشة: شاشة 15.6 FHD مضادة للتوهج اس في ايه 250 وحدة مضيئة في البيكسل 16 جيجا وويندوز 11 من اتش بي، موديل,28999.00,,,laptops
795,لاب توب اتش بي باف x360، وحدة المعالجة المركزية: كور i7-1355U، رام DDR4 16GB، شاشة شاشة لمس 14.0 FHD IPS 250 وحدة مضيئة في البكسل، 512 جيجا، ويندوز 11 (14-ek1038ne),38999.00,,,laptops
796,لاب توب لينوفو /ال كيو كيو/15IRH8/معالج انتل كور™ i5-12450H/ار تي اكس™ 2050 4 جيجابايت/رام 8 جيجابايت/قرص صلب SSD 512 جيجابايت/شاشة 15.6 بوصة FHD/نظام تشغيل فري دوس/لون ستورم جراي/82XV00SNED,30369.00,,,laptops
797,اسس لابتوب فيفو بوك اس 14 فليب TN3402YA-LZ007W AMD رايزن 7 7730U 8GB DDR4 RAM 512GB SSD 14 انش WUXGA شاشة FHD ويندوز 11 هوم، فضي,38999.00,,,laptops
798,لاب توب اسباير3 - i3-1005G1 - ذاكرة رام 4 جيجابايت - هارد HDD سعة 1 تيرابايت - شاشة 15.6 تقنية FHD عالية الدقة بالكامل - معالج انتل - دوس - اسود - ضمان سنتين، DOS,14246.00,4.5,26,laptops
799,لاب توب ألعاب ديل G15 5520 انتل كورi7 الجيل 12 14 نواة 32جيجا DDR5 4800 ميجاهرتز Ram 1 تيرابايت SSDرسومات جي فورسRTX 3060 GDDR6 حجم 15.6 بوصة FHD (1920X1080) كيبورد بإضاءة خلفية ويندوز 11,61999.00,3.4,3,laptops
800,لاب توب ايديا باد 3 15ALC6 من لينوفو، بمعالج رايزن 7 5700U ثماني النواة وذاكرة رام 8 جيجابايت هارد 512 جيجا بايت بذاكرة ثابتة مستديمة NVMe وكارت رسومات AMD راديون مدمج|شاشة بتقنية FHD عالية الدقة، DOS,27499.00,4.1,2,laptops
801,كمبيوتر محمول انفي X360 2 في 1 13-BF0003NE (6J7X8EA) من اتش بي، كور i5-1230U، الجيل 12، 8 جيجابايت LPDDR4x 4266، 512 جيجابايت SSD - فضي، ويندوز 11,41999.00,,,laptops
802,لابتوب ديل للالعاب G15 5530 انتل كورi7-13650HX 14 كور بكارت شاشة جيفورس RTX 4050 8 و16 جيجابايت DDR5 رام GDDR6 وهارد SSD سعة 1 تيرابايت وشاشة 4800 بوصة بتقنية 40سم FHD و(1920×1080) 3 ويندوز 11,63999.00,5.0,3,laptops
803,"شنطة لابتوب عصرية للسفر، شنطة ظهر للعمل مضادة السرقة مع منفذ USB، شنطة مدرسية للابتوب مقاومة للماء، تناسب لابتوب 15.6 بوصة, كحلي, قياس واحد، من ، 10 من سبورت كيو",,3.8,20,laptops
804,لينوفو لابتوب V15 انتل كور i3 الجيل 12 15.6 انش (39.62 سم) FHD (1920x1080) مضاد للتوهج 250 وحدة مضيئة في البكسل رفيع وخفيف الوزن (8GB RAM/512GB SSD/دوس/رمادي حديدي/1Y ADP/3.77 باوند)، 82TTA00UI،,17599.00,2.6,3,laptops
805,لاب توب 15s-eq من اتش بي، رايزن 3 5300U رباعي النواة، ذاكرة رام 8 جيجابايت DDR4-3200، هارد SSD 512 جيجابايت، كارت شاشة AMD راديون، شاشة 15.6 بوصة FHD (1920×1080) مضادة للتوهج 250 نت، لون أسود، DOS,18499.00,5.0,1,laptops
806,لاب توب اتش بي انفي 16-h1023dx - انتل كور i9-13900H الثالث عشر - بطاقة رسومات نفيديا جي فورس ار تي اكس 4060 بسعة 8 جيجابايت GDDR6 - ذاكرة رام DDR5-5200 16 جيجابايت ومحرك أقراص SSD سعة 1 تيرا ويندوز 11,94999.00,,,laptops
807,لاب توب ديل فوسترو 3510-انتل كورi5-1135G7 جيل 11، ذاكرة RAM 16 جيجا، هارد HDD 1 تيرا+هارد SSD 256 جيجا، انفيديا جي فورس MX350- كارت شاشة ذاكرة GDDR5 شاشة 15.6 بوصة -HD 1920×1080، اوبونتو - اسود، انتل,29900.00,4.1,35,laptops
808,لاب توب فيكتس للألعاب من اتش بي موديل 15-FB0032NE (7G6G1EA)، وحدة معالجة ايه ام دي رايزن 7 5800H، DDR4 3200 DIMM سعة 16 جيجابايت، هارد SSD بسعة 1 تيرابايت، ويندوز 11 هوم ولغة واحدة - لون رمادي,50999.00,5.0,1,laptops
809,MSI سايبورغ 15 AI A1VF - معالج انتل® كور™ الترا 7 155H - جيفورس RTX™ 4060-8GB GDDR6 جرافيكس 16GB DDR5-512 GB SSD - 15.6 بوصة FHD - اسود شفاف، ضمان محلي,60999.00,,,laptops
810,كمبيوتر محمول للألعاب اتش بي بافيليون انتل كور i5-11300H الجيل 11 رام 8 جيجا هارد HDD ‏1 تيرا + SSD ‏256 جيجا/انفيديا جي فورس تي اكس 1650 4 جيجا GDDR6/شاشة IPS FHD ‏15.6 بوصة 144 هرتز دوس أسود DOS,32999.00,,,laptops
811,لينوفو لابتوب العاب لوك 15IRH8 - i7-13620H 10 انوية، شريحة الذكاء الاصطناعي: LA1، انفيديا جيفورس RTX 4050 6GB GDDR6، ذاكرة RAM DDR5 16GB، SSD 512GB، 15.6 انش FHD (1920x1080) IPS 350nits 144Hz + ماوس,48999.00,3.4,3,laptops
812,لينوفو لاب توب ليجن 5 15IAH7، انتل كور i7-12700H 14 نواة، 16GB RAM DDR5-4800، 1TB SSD، انفيديا جيفورس RTX 3050 Ti 4GB GDDR6، شاشة 15.6 انش WQHD (2560x1440) IPS 300nits 165Hz، اضاءة خلفية RGB 4Z، DOS,54999.00,3.9,4,laptops
813,لاب توب للألعاب من اتش بي، فيكتس 16-r0073cl 13 i7-13700H 14 نواة، 32GB DDR5-4800 MHz RAM، 1 TB SSD، 16.1 بوصة FHD (1920X1080) 144Hz IPS، انفيديا جيفورس RTX 4060 8GB GDDR6، ويندوز 11 - ميكا سيلفر,79999.00,4.0,5,laptops
814,لاب توب لينوفو V15 G2 ALC بمعالج رايزن 5 5500U سداسي النواة وذاكرة رام 8 جيجابايت وهارد HDD 1 تيرابايت وكارت شاشة AMD راديون مدمج وشاشة 15.6 بوصة (1920x1080) بتقنية FHD وعالية الدقة بالكامل ومضادة DOS,21499.00,,,laptops
815,لاب توب العاب لينوفو ليجن 5 15ACH6 رايزن 5 5600H 6 نوى رام 16 جيجا SSD 512 جيجا رسومات انفيديا جي فورس RTX 3050 Ti 4GB GDDR6 شاشة 15.6 بوصة FHD 120Hz(1920x1080) IPS كيبورد باضاءة خلفية ويندوز 11 AMD,43999.00,3.5,8,laptops
914,لاب توب ديل لاتيتيود 3420 - انتل كور i5-1135G7 جيل 11 ب4 أنوية، ذاكرة رام8GB، SSD 256GB PCIe NVME، شاشة 14 بوصة FHD (1920X1080) 250 ، وبطاقة رسومات انتل ايريس Xe مدمجة، بصمة إصبع،، يوبونتو,28599.00,,,laptops
915,لاب توب ايديا باد 3 15ALC6 بمعالج رايزن 7 5700U ثماني النواة وذاكرة RAM 8 جيجابايت وهارد HDD 1 تيرابايت |شاشة بتقنية FHD15.6 بوصة مضادة للتوهج|نظام التشغيل دوس| رمادي اركتيك من لينوفو، DOS,26999.00,,,laptops
916,لاب توب ديل فوسترو 3520، معالج انتل كور i7-1255U، ذاكرة رام بسعة 8 جيجابايت وهارد SSD 512 جيجابايت، انفيديا جيفورس MX550 وكارت شاشة GDDR6 سعة 2 15.6 بوصة FHD 1920×1080، أسود كربوني، يوبونتو,34999.00,3.0,4,laptops
